Temperature,Humidity,Pressure,Vibration,TEMPF,HUMIDITY,PRESSURE,VIBRATIONH
,,,,20.762561,72.200528,1015.235614,-0.350640
,,,,20.418564,75.714921,1010.625360,-0.075060
,,,,20.449873,75.276747,1004.785056,-0.021721
,,,,20.219050,67.178173,1010.548416,-0.151495
,,,,21.243491,80.020159,1012.362506,-1.359570
,,,,20.889916,74.781128,1003.080751,-0.577423
,,,,20.500447,64.791287,999.119817,0.280221
,,,,20.690540,67.398702,1009.225960,0.347907
,,,,21.317331,66.554705,1007.097193,0.233791
,,,,20.426683,74.399704,1000.337985,-0.563580
,,,,20.958496,56.063342,996.329479,-0.402224
,,,,20.378265,69.354165,998.998135,0.341771
,,,,20.613397,71.296649,1027.888007,0.810683
,,,,20.622039,71.702012,1025.821551,-0.294308
,,,,20.835979,69.096077,1019.123020,-0.930406
,,,,20.616912,73.540853,1011.822406,0.101920
,,,,20.763830,72.505470,1020.143495,0.557550
,,,,20.993119,78.779901,1014.850367,0.160168
,,,,20.827338,76.006119,1002.409854,0.844456
,,,,20.836704,68.647652,1001.851790,-0.444811
,,,,20.873459,66.674450,1008.147563,-0.260084
,,,,20.489317,73.742008,1028.787071,-0.299973
,,,,20.792001,73.941213,1017.998790,-0.334393
,,,,21.102491,76.893537,1006.204131,-1.513526
,,,,20.957587,73.941705,1008.102377,-0.270726
,,,,20.951673,70.438288,1024.017609,-1.153039
,,,,21.141524,69.547403,1013.437367,-0.037468
,,,,20.837900,69.049485,1003.730782,0.678161
,,,,20.414908,73.187835,1018.760788,0.489665
,,,,20.753930,72.057219,1010.568931,1.484033
,,,,20.229407,75.142728,995.844740,-1.199972
,,,,20.936091,66.612890,1007.472571,0.367777
,,,,20.777545,71.477510,1012.943497,0.468066
,,,,20.610288,70.095324,1017.574514,-0.259990
,,,,21.001984,69.368596,1018.008209,0.599994
,,,,21.250130,72.203631,1013.377378,-0.076601
,,,,20.744436,80.400664,1013.883386,0.032575
,,,,20.746377,74.237728,1026.606887,-0.721767
,,,,21.098729,64.620198,1002.157850,0.193114
,,,,20.966256,68.075953,1003.385983,0.518082
,,,,21.067763,73.984504,999.972410,0.955699
,,,,20.580187,74.667222,1003.500073,0.630291
,,,,20.485785,79.929238,1005.551618,0.624075
,,,,20.588260,73.011975,1000.883807,-0.278332
,,,,21.002243,66.118821,1005.886049,0.249472
