Temperature,Humidity,Pressure,Vibration,TEMPF,HUMIDITY,PRESSURE,VIBRATIONH
,,,,20.338671,68.450187,1013.120371,-0.226109
,,,,20.822511,73.826764,1002.514897,-0.271133
,,,,20.786642,77.117695,1011.682431,-0.400820
,,,,20.840847,67.900286,989.662069,-0.117156
,,,,20.577799,82.536514,1033.971008,0.706339
,,,,20.796842,66.059175,1000.410904,0.169965
,,,,20.544651,69.178488,1008.650457,1.085174
,,,,20.919093,64.733747,1017.417941,-0.119181
,,,,20.272575,82.549741,1003.278826,0.640857
,,,,20.998012,69.098603,1036.619623,-0.250193
,,,,20.431578,74.740934,989.822675,-0.150085
,,,,20.409797,68.773061,1010.892579,0.631182
,,,,20.712611,68.845020,1009.355563,0.722705
,,,,20.863416,68.607141,1021.559792,-0.315995
,,,,21.225809,78.543254,1002.109894,0.723732
,,,,21.178738,68.888621,1022.732057,0.298713
,,,,20.872198,71.319809,1009.147672,-0.057886
,,,,20.870792,83.717034,1013.772684,0.160593
,,,,20.992613,68.592781,1002.953049,-0.730383
,,,,21.127772,74.564633,1004.874628,0.612160
,,,,21.085021,71.609819,1003.813245,-0.488785
,,,,21.131045,68.408577,1013.297668,0.838488
,,,,21.280941,76.657014,1027.929351,0.957987
,,,,20.695654,64.536293,978.920003,-0.688823
,,,,21.415534,71.575474,1002.560401,0.164321
,,,,20.946439,75.546535,1020.716163,0.605138
,,,,20.889723,69.024651,1001.961329,0.430730
,,,,20.930224,79.363178,997.666896,-1.155765
,,,,20.910691,69.940966,1009.076833,1.626049
,,,,20.964433,85.670767,990.235001,-0.454579
,,,,20.867367,74.696877,1014.832575,-0.192906
,,,,20.686071,69.508604,1018.430233,-0.202551
,,,,21.075334,73.545036,1005.324405,0.759225
,,,,20.719854,74.686292,1017.856866,0.496135
,,,,20.990662,75.136259,1020.016837,0.168437
,,,,20.504998,74.551230,1009.332358,-0.230838
,,,,20.595257,78.388490,999.426978,-0.172169
,,,,20.942502,64.806305,1021.666096,-0.416364
,,,,20.968966,80.044957,1005.562804,0.309409
,,,,20.681518,70.248005,1024.610594,0.799998
,,,,21.147942,74.790153,1010.683085,-0.301612
,,,,20.921464,73.810938,1018.530027,-0.025530
,,,,20.966777,68.738494,1040.564947,-0.669104
,,,,20.964822,73.809524,1025.543261,0.379863
,,,,20.630799,63.052043,1013.788257,-0.755308
,,,,20.810976,75.589370,1007.022490,-0.397460
,,,,21.110242,71.615748,1003.610426,0.021375
,,,,21.181547,64.731039,1016.740008,0.009286
,,,,20.658461,71.492650,1014.135187,-0.436725
,,,,20.655428,81.656282,1020.239667,1.342313
,,,,20.978510,74.510758,1019.657877,-0.335542
,,,,20.906629,74.337893,1021.509202,0.839365
,,,,20.651865,76.120141,991.124843,0.619833
,,,,20.996560,70.316370,1001.553643,0.328210
,,,,20.940860,73.206872,1006.818783,-0.499163
,,,,20.723299,74.086460,1015.223560,0.600495
,,,,20.676088,73.793634,991.133700,-0.665702
,,,,20.856600,75.909635,1001.831385,-0.384945
,,,,20.710234,69.984373,1013.548804,-0.869721
,,,,20.504317,84.396736,1002.900408,0.698430
,,,,21.032975,66.293051,1009.179239,0.421574
,,,,20.591755,74.618853,1012.092534,-0.426343
,,,,20.642981,75.508064,1006.941091,-0.479891
,,,,21.229346,72.434795,1015.924365,-0.114180
,,,,20.777299,67.695942,997.072053,0.088566
,,,,20.532951,69.155947,1021.199784,-0.374749
,,,,20.913948,66.696452,1005.103944,-0.175870
,,,,20.668932,75.369509,997.357137,0.316951
,,,,20.609914,74.893215,1001.814901,0.222313
,,,,20.617354,67.780707,1022.466529,0.828687
,,,,21.242692,71.365353,1020.447189,0.744985
,,,,20.251852,80.975988,1006.933942,-0.493938
,,,,20.982507,62.780454,995.178555,-0.286939
,,,,20.630401,78.812485,1001.509658,-0.374533
,,,,20.803657,72.097383,1003.157318,0.490310
,,,,21.253209,73.761418,1042.394448,0.632905
,,,,20.496320,79.767071,1016.931099,-0.362756
,,,,20.539673,78.350177,1026.960150,0.832617
,,,,20.884555,73.155950,994.093150,0.109772
,,,,21.225823,72.508938,1015.542418,-0.586714
,,,,20.739975,67.477857,1010.239975,0.482697
,,,,20.947569,74.762335,993.100702,-0.450803
,,,,20.832731,84.298436,1037.719491,-0.474877
,,,,20.958994,70.507084,1007.316269,-0.654904
,,,,21.075071,81.846205,1013.230731,-0.055355
,,,,20.884659,73.059911,989.013869,0.015551
,,,,21.208568,73.050831,1000.605928,0.774555
,,,,20.970507,72.619766,1021.047318,-0.589701
,,,,21.075845,73.597666,1007.894452,0.822047
,,,,20.347659,70.614457,984.161053,-0.711923
,,,,20.539363,73.291796,999.997855,0.199437
,,,,20.700451,69.630229,1030.975225,0.356049
,,,,20.579819,73.393793,1010.139400,0.849247
,,,,20.623961,65.450345,1009.259326,0.251913
,,,,20.745633,83.067885,983.893020,-0.291439
,,,,21.310893,75.114342,995.676649,-1.331122
,,,,20.595587,74.230016,1001.851583,-0.288678
,,,,20.473661,80.365494,1000.966582,-0.169271
,,,,20.870972,71.018877,1017.892247,-0.207035
,,,,20.839258,70.079568,991.636530,0.471582
,,,,21.050756,72.657952,1010.950456,-0.264925
,,,,20.792648,73.190689,1005.012639,0.171681
,,,,20.538168,72.992310,1004.620115,-1.211050
,,,,20.747510,83.200106,1020.349751,0.052606
,,,,20.733530,63.361298,990.315654,1.421100
,,,,20.686694,73.968781,1009.788906,1.203824
,,,,21.010915,78.344675,1005.197222,0.825487
,,,,20.855389,78.318379,1010.440510,0.167764
,,,,21.054315,70.279095,1020.176900,0.530706
,,,,21.015911,76.795444,1007.640075,0.145764
,,,,20.049710,75.905193,1008.339576,1.113384
,,,,20.406230,78.418026,999.488301,0.454835
,,,,20.515211,74.083335,1012.425244,-0.250560
,,,,21.098286,68.564232,1000.010755,0.855581
,,,,20.945496,71.516596,1016.863215,0.548887
,,,,20.512843,75.050014,1036.984483,0.654542
,,,,21.198694,71.648825,996.706369,-1.101322
