Temperature,Humidity,Pressure,Vibration,TEMPF,HUMIDITY,PRESSURE,VIBRATIONH
,,,,21.003625,68.452410,998.357775,-0.466852
,,,,20.684857,75.280473,997.625435,-0.319997
,,,,20.927116,74.959002,1002.370041,0.543711
,,,,20.099848,72.476168,997.833319,-0.117435
,,,,20.854598,73.823552,993.909943,0.204845
,,,,20.458386,71.632542,1005.328195,-0.289886
,,,,20.948150,67.171677,1003.603456,-0.451572
,,,,20.418009,72.826197,1005.522400,-0.563491
,,,,20.840803,71.868675,996.968687,0.025715
,,,,20.824426,75.592029,989.388842,0.344242
,,,,20.935787,68.420200,1013.699210,0.014825
,,,,20.564560,74.039207,1010.091920,-0.170502
,,,,21.251336,75.688804,1015.285634,-0.285414
,,,,20.797103,79.087268,1016.837460,0.356458
,,,,21.029901,72.833350,998.880674,-1.150013
,,,,20.783984,56.961647,1012.435392,0.187723
,,,,20.287988,70.467902,1012.059245,0.318666
,,,,20.796575,60.714784,1012.186731,0.943181
,,,,20.445303,79.783128,1010.429709,-1.003528
,,,,20.788981,77.958482,1012.521908,0.624138
,,,,20.208275,70.137476,999.867351,0.122114
,,,,21.010937,83.106466,1023.832433,0.577592
,,,,21.074668,70.617189,1020.415150,-0.233902
,,,,20.882893,70.315702,1016.973155,0.631008
,,,,21.172341,76.555822,1009.297005,-0.091838
,,,,20.935092,80.294383,997.872200,0.151292
,,,,20.744979,79.850774,988.598190,-0.235096
,,,,20.528930,72.949163,1016.301995,-0.168350
,,,,20.589793,75.513780,1021.266452,-0.161177
,,,,20.406471,71.207559,1025.620449,-0.389057
,,,,20.932583,65.020935,1042.911219,-0.736036
,,,,20.493267,73.370780,1004.985132,-0.021139
,,,,20.231048,66.399564,1006.998808,-0.202459
,,,,20.803340,81.036349,1007.159068,0.572684
,,,,20.765015,69.368949,1027.181729,-0.896307
,,,,20.882069,69.974535,974.667656,-0.919959
,,,,21.088939,70.748979,998.280355,-0.125260
,,,,20.847491,65.004909,1025.778675,0.234191
,,,,20.634949,75.800758,1020.652792,0.646310
,,,,20.819049,68.050098,998.268934,-0.116553
,,,,21.032634,81.938396,1022.155822,0.888332
,,,,20.648095,64.587296,1002.078751,-0.427536
,,,,20.637069,61.095461,1013.913425,-0.235142
,,,,20.365461,63.170362,1013.707630,0.565796
,,,,20.771716,66.559054,1003.133760,-0.935576
,,,,20.313537,66.909428,1007.046060,-0.209232
,,,,20.951221,74.888308,1011.123639,0.271135
,,,,20.434485,82.072114,1008.578165,-0.716263
,,,,20.128027,65.638798,1011.177696,1.059486
,,,,20.549233,62.821830,996.632813,-0.095069
,,,,20.509137,73.548309,991.274305,-0.758422
,,,,20.934136,76.427104,1012.081501,0.288084
,,,,20.258156,69.256979,1003.922053,-0.239091
,,,,21.118846,75.644473,999.921102,0.117358
,,,,21.271931,76.046849,1013.116099,-2.059394
,,,,20.840620,83.421563,1005.047510,-0.634332
,,,,20.186093,66.869053,991.295912,0.468347
,,,,20.832203,74.967093,1007.671916,-0.147383
,,,,20.768825,73.338078,1021.290162,0.339140
,,,,20.442102,73.036720,1013.425957,-0.239680
,,,,20.926859,64.994121,1005.390623,-0.531163
,,,,20.860708,69.079273,1007.816301,0.252460
,,,,20.590746,75.809383,1011.563912,-0.095436
,,,,21.037552,71.484957,992.126315,-0.637743
,,,,20.877375,77.557313,1005.651784,0.010146
,,,,20.988648,68.916598,1010.416095,0.008371
,,,,20.898578,80.710100,1003.649141,-0.617465
,,,,21.315532,65.921170,1008.736945,0.960925
,,,,20.258320,68.133760,1009.357314,0.510837
,,,,21.015082,64.946200,982.331652,0.267433
