Temperature,Humidity,Pressure,Vibration,TEMPF,HUMIDITY,PRESSURE,VIBRATIONH
,,,,20.699671,81.971979,1020.341124,0.836958
,,,,20.775026,63.573954,1022.976510,-0.491516
,,,,20.671541,67.494713,1006.339969,0.153274
,,,,21.165526,85.573145,1014.707653,0.343693
,,,,20.347140,80.062675,1014.003189,0.543865
,,,,20.629592,78.468525,1000.378101,-0.655135
,,,,20.889109,66.760868,1021.746004,-1.234787
,,,,20.725532,66.549417,996.679529,0.622474
,,,,20.625952,68.384365,1001.528424,-0.257931
,,,,20.808665,68.785486,998.493793,-0.289249
,,,,20.662215,66.432005,1014.665100,-0.617826
,,,,20.691964,81.086995,996.497944,0.664013
,,,,20.871285,70.261934,1008.353859,0.265003
,,,,20.817498,68.155895,996.366272,-0.073995
,,,,20.575124,68.148545,1001.294642,-0.042575
,,,,20.317143,83.290174,1009.377634,-0.414736
,,,,20.593276,69.821026,1000.112757,-0.325991
,,,,20.954443,69.298141,1005.302724,0.702334
,,,,20.824756,71.325008,1006.551655,0.278987
,,,,21.113526,68.626918,1014.469545,-1.074149
,,,,20.180630,67.759570,995.453742,-0.232525
,,,,20.811781,75.845454,1003.513269,-0.100212
,,,,21.312466,73.854738,1007.214848,0.139026
,,,,20.516824,69.002375,1005.521757,-0.025862
,,,,20.976011,84.728974,1012.885560,-0.351164
,,,,20.777094,78.097187,1022.864978,0.126740
,,,,20.838391,79.273373,1015.655079,-0.467167
,,,,20.756553,79.013168,994.027537,-0.713791
,,,,21.137661,71.732510,985.983205,-0.629757
,,,,20.589998,66.703648,1022.432869,0.190700
,,,,20.294434,79.900394,1017.118053,0.110143
,,,,20.846903,80.070714,1007.253887,-0.389805
,,,,20.846181,62.445217,1002.893752,-0.462910
,,,,20.447002,73.362073,1025.217661,-0.731896
,,,,20.543519,68.472376,1027.332262,-0.548353
,,,,20.208400,79.687051,1007.014805,-0.085953
,,,,20.632398,65.364866,1001.812888,0.009029
,,,,20.163101,62.660893,1011.649479,-0.698604
,,,,20.682509,68.941745,996.761120,-1.003708
,,,,20.835306,77.010456,994.796875,0.839689
,,,,21.063204,76.002570,1015.050477,-0.562526
,,,,20.734102,79.069822,1009.327952,0.355536
,,,,20.520455,75.287086,1010.079253,0.306352
,,,,20.668701,66.689342,1026.572282,-0.815046
,,,,20.945540,73.537832,998.559108,0.231348
,,,,20.184807,73.110519,1014.181652,-1.406859
,,,,21.406108,67.748196,1008.518043,0.691218
,,,,20.457231,71.992288,1017.961179,0.518498
,,,,20.304881,74.629154,1015.277866,0.379845
,,,,20.874923,76.691438,1025.304024,-0.658530
,,,,20.746208,75.563534,1003.722834,0.787679
,,,,20.827453,66.531261,1011.252749,-0.881741
,,,,20.804474,70.058368,998.258146,0.453725
,,,,20.425510,71.102151,1006.695741,-0.251856
,,,,20.911771,80.689666,1004.594514,0.003760
,,,,20.602313,66.973410,1008.701570,0.148663
,,,,20.523926,74.961474,1010.336398,0.508168
,,,,21.278515,72.423014,1019.151767,0.562207
,,,,20.706974,70.339348,992.870052,-1.237872
,,,,21.130066,82.760276,999.453885,0.405069
,,,,20.521450,73.157880,1011.332505,-0.523114
,,,,20.637383,73.566258,1010.731541,0.265064
,,,,21.248911,73.199293,1002.412654,-0.318244
,,,,20.614110,59.424715,995.006393,-0.351679
,,,,20.862714,74.205002,1017.840917,-0.335805
,,,,21.141169,70.879366,1012.613580,-0.003867
,,,,20.814715,72.605763,1010.129626,0.514470
,,,,20.059223,83.731611,1021.091387,-1.087038
,,,,20.843981,76.365501,1004.686259,0.227640
,,,,20.474917,78.684062,1008.744360,0.725114
,,,,20.796451,73.448400,1007.057436,0.149127
,,,,20.811217,81.900494,1010.626601,0.415158
,,,,20.702504,78.901026,1017.701634,-0.155990
,,,,20.143418,66.438110,1009.870220,0.581901
,,,,21.145563,70.228003,1018.172611,0.564349
,,,,20.581238,83.888211,997.956111,-0.498617
,,,,20.712797,70.321557,1006.107074,-0.655739
,,,,20.698536,60.806748,1015.321336,0.345686
,,,,20.484121,70.830090,1013.074505,-0.292141
,,,,20.352897,72.758995,1006.752027,0.349858
,,,,20.557988,70.393800,1002.305471,-0.465456
,,,,20.408611,73.086394,1013.878253,0.636382
,,,,20.866480,82.479954,1009.845367,-1.049480
,,,,20.896708,67.677220,1011.745101,0.178232
,,,,20.489208,61.643261,987.449115,0.102005
,,,,20.504230,71.818980,996.930020,0.210465
,,,,20.833408,62.387824,993.613428,0.528677
,,,,21.400093,60.392837,995.947203,0.168110
,,,,20.425243,74.745871,1000.473065,-0.153450
,,,,20.910341,72.220900,1017.171407,-0.260203
,,,,21.122454,67.771701,1003.114313,0.185588
,,,,20.579934,77.089598,1009.454830,0.447649
,,,,20.020950,75.503407,1013.483180,-0.197506
,,,,20.892447,68.244875,1014.233729,1.706821
,,,,21.205034,61.619666,1005.103297,0.580060
,,,,21.583487,78.193217,1010.272237,-0.337824
,,,,20.600594,75.229707,1024.474862,0.299154
,,,,20.717158,79.106351,987.086350,-0.325093
,,,,21.423928,76.682380,1027.790210,0.342957
,,,,21.066136,78.629820,1025.795783,0.521519
,,,,21.407082,73.875934,994.958641,1.119281
,,,,20.945118,71.897723,1019.018764,-0.090137
,,,,20.247920,82.708806,1005.150778,-0.261074
,,,,20.708375,64.122894,1003.589418,-0.524501
,,,,21.046437,70.084598,1013.626119,0.515937
,,,,20.346822,77.782327,1009.696513,-0.746411
,,,,20.565209,71.583104,1014.461720,1.207254
,,,,20.915825,67.085617,997.683652,-0.142309
,,,,20.652539,69.362747,1014.827766,0.967621
,,,,21.136469,74.228140,1010.820502,0.088735
,,,,20.470181,78.885405,1014.914754,0.314634
,,,,20.922040,73.525096,1005.919099,-1.448842
,,,,20.887037,75.543097,1003.548273,0.175285
,,,,20.984644,71.704197,1013.071519,-0.230443
,,,,20.775695,73.216581,1012.562875,0.162374
,,,,21.005194,79.242076,1012.423594,0.168681
,,,,20.442590,77.772556,1019.062856,-1.311106
,,,,20.340407,68.354366,1007.580214,0.604405
,,,,20.698757,75.363028,1006.237413,0.229177
,,,,20.685544,71.323072,1003.425935,1.108829
