Temperature,Humidity,Pressure,Vibration,TEMPF,HUMIDITY,PRESSURE,VIBRATIONH
,,,,20.918795,64.613760,999.001317,-0.453640
,,,,20.877451,70.244197,1014.193588,-0.248972
,,,,20.219667,74.528589,1012.846843,-0.413156
,,,,20.455433,69.338565,1017.129315,0.400116
,,,,20.489875,64.051691,1001.293920,-0.323949
,,,,20.587768,72.453847,1005.022278,0.028237
,,,,20.465884,75.086336,988.621149,-0.524310
,,,,21.057791,70.796585,1012.670360,-0.135628
,,,,21.031966,72.360853,1009.032072,0.095385
,,,,20.659057,79.127756,1003.885916,0.204905
,,,,21.106826,63.798811,1008.670330,-0.101063
,,,,20.397683,65.981769,1016.940735,-1.165338
,,,,20.845044,76.890648,1001.157890,0.631536
,,,,20.549614,70.852301,1031.559649,-0.523204
,,,,21.014753,75.490817,1009.853200,-1.783662
,,,,20.578145,68.735263,1002.909827,0.526474
,,,,20.959648,75.589067,1003.627876,-0.934319
,,,,20.488884,64.510365,1001.024817,0.143444
,,,,20.384834,78.450372,998.740573,-0.273232
,,,,21.211285,72.934665,1032.505470,-0.016765
,,,,20.351487,70.004880,1007.162203,-0.085227
,,,,20.909812,70.215490,1020.012268,-0.056586
,,,,20.392351,77.824904,1015.293862,0.493244
,,,,20.543147,68.809380,1008.763029,-1.008900
,,,,20.656586,70.228083,1008.543138,-0.268607
,,,,20.296282,72.333382,1001.089362,-0.741279
,,,,20.914004,64.418200,1020.448306,0.233505
,,,,21.116944,81.663831,1017.740019,-0.086369
,,,,21.307075,70.847216,994.355977,0.444475
,,,,21.111230,79.302463,1004.657731,0.225502
,,,,21.253527,74.642444,1007.642037,-0.637747
,,,,21.054534,69.248759,1019.747755,-1.142448
,,,,20.912285,62.327623,1004.570085,0.359690
,,,,21.012713,76.616403,1003.156253,-0.227551
,,,,20.801862,70.693771,1016.632230,0.257926
,,,,21.261330,75.181658,1017.256655,-0.243230
,,,,20.723890,75.204701,1012.888595,-0.221622
,,,,20.716660,76.164623,1010.800377,-0.403236
,,,,21.163262,86.991387,1006.427525,0.899062
,,,,21.017095,81.166698,989.165428,0.092287
,,,,20.974181,74.409548,1008.109699,-0.397353
,,,,21.142694,78.006049,1001.341542,-0.710905
,,,,20.582914,66.078123,1023.896825,-0.393154
,,,,20.661264,70.259354,1001.534114,1.118429
,,,,20.951760,76.433528,1012.161960,0.967417
,,,,21.451312,67.241176,1007.336097,-0.367268
,,,,20.635000,66.440640,1011.984332,1.096593
,,,,20.561412,70.760302,1006.462561,0.752017
,,,,20.889706,72.017837,1005.665927,-0.133907
,,,,20.457049,76.271479,1018.181585,0.238413
,,,,20.900842,69.951406,1007.362871,-0.961838
,,,,21.075766,69.877593,1006.659204,-0.732987
,,,,20.400333,69.054643,996.883071,0.050729
,,,,20.687521,77.839661,1020.793788,-0.440196
,,,,20.697447,78.413382,1032.192729,1.029132
,,,,20.540693,67.703242,997.502108,0.323373
,,,,20.284487,69.016760,996.625484,0.064739
,,,,21.346088,64.082869,998.632874,-0.052024
,,,,20.287792,70.276566,1024.732326,-1.334067
,,,,20.747993,67.645986,1013.342786,-0.214744
,,,,21.182630,73.178254,993.393452,-1.031737
,,,,20.986536,60.308054,1016.154473,1.005544
,,,,21.048722,74.936008,1011.196931,0.502170
,,,,21.218877,70.022803,997.429638,-0.550780
,,,,21.126194,71.130116,1010.681281,0.261933
,,,,21.326048,78.584120,998.517770,0.208461
,,,,20.537689,74.249490,1010.313826,-0.183048
,,,,20.644436,61.191429,1009.286014,-0.042653
,,,,21.290694,71.754098,1010.440913,-0.252695
,,,,20.930381,73.964350,1001.824058,-0.509969
,,,,20.706812,63.399610,1013.948599,-0.334098
,,,,20.452632,65.941088,989.455285,-0.262709
,,,,20.704017,77.735789,1002.981620,0.440843
,,,,20.401832,74.640091,1023.133184,-0.361783
,,,,20.925928,73.495738,1003.324746,0.493746
,,,,21.042235,65.955285,1026.325842,-0.607893
,,,,21.002841,61.126127,1010.115777,0.858387
,,,,20.968714,78.124485,996.173524,0.962243
,,,,20.511650,67.669314,985.079704,0.274897
,,,,20.148315,70.856452,1014.886778,0.352030
,,,,20.535917,71.623440,1021.726082,1.357126
,,,,20.694340,74.187195,1011.380227,0.489920
,,,,20.354290,72.382754,1018.445476,0.014909
,,,,21.002556,76.207030,1004.848971,0.315298
,,,,20.932996,69.901081,998.441903,-0.732460
,,,,20.828391,64.039419,1013.309050,-0.382975
,,,,21.403688,68.049995,1024.235006,0.903512
,,,,20.605374,77.029152,1000.331390,1.482765
,,,,20.821801,70.951874,1012.293316,0.690739
,,,,20.511510,85.451691,1007.478961,-0.977802
,,,,20.716408,76.304132,987.774977,0.327160
,,,,20.974233,68.962264,998.154953,1.243853
,,,,20.583490,65.286719,1001.020541,-0.465791
,,,,20.720728,74.075169,1011.422568,0.123908
,,,,20.759725,70.037719,1018.597126,-0.254007
,,,,20.896864,63.150354,1023.896772,-0.049959
,,,,20.989596,68.492905,997.439337,-0.168006
,,,,20.873826,66.215203,1001.490687,-0.039914
,,,,20.249516,71.129215,1011.411575,0.466900
,,,,20.932761,66.496315,1018.027522,0.522400
,,,,21.166285,75.406498,997.541468,0.006091
,,,,21.018960,69.723352,1005.247159,-0.656629
,,,,21.001713,71.807587,1000.533563,-1.625463
,,,,20.674759,74.922189,1014.315559,-0.834408
,,,,21.133443,68.665731,1012.638252,-0.439769
,,,,20.477966,71.499489,1007.154534,0.384808
,,,,21.039255,61.972214,1007.998142,0.560517
,,,,20.587694,63.569492,1004.347119,-0.226668
,,,,20.617807,75.961165,1008.125990,0.236383
,,,,20.982682,78.995979,1002.169508,0.046185
,,,,20.853706,77.268511,1006.962566,-0.737392
,,,,20.959024,66.928290,992.348069,0.194435
,,,,21.596766,59.910297,1002.809132,-0.158985
,,,,20.866123,75.211337,1001.838477,0.904226
,,,,19.889273,72.587201,1008.378269,0.499560
,,,,20.764010,73.437352,1001.149030,0.902001
,,,,20.960560,64.730386,998.425534,-1.151950
,,,,20.161042,74.353132,996.795153,-0.961085
,,,,20.567830,71.332260,1006.562822,-0.258672
,,,,20.838186,76.919134,1008.883456,-0.755154
,,,,20.402037,79.025052,1001.467877,0.734111
,,,,20.886634,73.297040,1012.474208,0.083742
,,,,20.478628,70.166938,1011.300476,-0.178254
,,,,20.140056,77.431090,998.614857,-0.910512
,,,,20.968338,69.780503,1001.492005,0.386942
,,,,20.621421,73.814116,1018.251610,0.786076
,,,,20.465364,70.664568,1021.029528,0.157908
,,,,20.970991,70.901139,996.560391,0.159025
,,,,20.807651,71.128772,1003.756598,0.139257
,,,,20.342427,76.101077,1015.727365,0.203102
,,,,20.509315,81.680641,1015.287255,0.446919
,,,,20.467293,66.068604,1022.458704,0.484863
,,,,20.493676,73.969013,999.535667,0.587714
,,,,20.397276,71.490582,1009.310224,-0.186257
,,,,20.935867,68.701729,1003.580735,0.759284
,,,,21.072489,64.254679,1016.916290,-0.265671
,,,,20.646504,75.379699,1018.976976,-1.169903
,,,,20.919319,75.108633,1007.703116,0.614994
,,,,21.266425,66.464802,1002.571766,-0.169659
,,,,20.454828,75.294102,1016.982776,-0.028665
,,,,20.938363,83.469000,1005.249792,1.602267
