Temperature,Humidity,Pressure,Vibration,TEMPF,HUMIDITY,PRESSURE,VIBRATIONH
,,,,20.577610,60.855163,1021.442701,-0.637263
,,,,20.708780,72.586184,996.410234,0.275556
,,,,21.074772,74.092427,1008.136978,-0.165127
,,,,20.777814,70.484209,1024.585288,0.131361
,,,,20.756907,73.896543,1003.926895,0.459421
,,,,20.786089,78.187383,1014.168496,0.594857
,,,,20.809051,68.033008,1023.054138,-0.694275
,,,,20.456763,71.993133,1014.001667,-0.257192
,,,,20.622977,77.557852,994.236973,1.111386
,,,,20.886071,76.320180,1002.090969,-0.003642
,,,,21.072295,70.304051,1019.686502,0.613833
,,,,20.869641,73.888573,1020.127599,0.945249
,,,,20.658810,72.493051,999.182036,-0.516397
,,,,20.950056,73.784397,1008.768478,1.449431
,,,,20.902290,69.718116,1005.334395,-0.218173
,,,,20.468521,79.195900,997.215482,-0.760276
,,,,20.997804,82.642495,1027.148905,-0.262760
,,,,21.272620,72.547783,1016.445254,0.172771
,,,,20.875136,65.722911,1011.450755,0.170881
,,,,20.875054,67.525396,1005.239488,-0.383677
,,,,20.569466,74.736534,1014.104149,0.798822
,,,,21.134237,82.532860,1022.649061,-0.192594
,,,,20.632384,77.444363,1015.956818,-0.678770
,,,,21.250422,74.739449,1013.589372,-0.049242
,,,,21.054628,79.790401,994.623106,0.013673
,,,,20.707763,72.221131,1013.037336,-0.334037
,,,,20.478752,72.440752,1004.508133,-0.057221
,,,,20.483788,70.098812,1012.634078,-0.662481
,,,,20.593324,61.510762,1024.142898,-0.983831
,,,,20.948161,73.378357,1010.327252,-0.438684
,,,,21.084153,66.907325,1017.041306,0.302268
,,,,21.013415,75.443048,1004.922584,-0.549235
,,,,20.739269,65.019709,996.495260,-0.639659
,,,,20.502451,72.746622,1018.844237,0.368893
,,,,20.522570,66.794033,1011.400734,0.652007
,,,,20.838442,71.001574,994.130936,-0.578043
,,,,20.854937,76.335954,1013.411152,0.186520
,,,,20.405747,66.932469,1003.345827,-0.012502
,,,,20.651067,69.936853,1000.439330,-0.178987
,,,,20.212267,65.563568,996.824428,-0.316958
,,,,20.507089,83.203642,1013.243355,0.625814
,,,,21.080738,78.106245,994.398201,-0.185008
,,,,20.557889,74.562017,1007.515661,-0.151467
,,,,20.925274,69.011563,1008.087667,0.203803
,,,,20.734358,64.161110,1002.122893,-0.047009
,,,,20.517875,73.920302,1012.325656,0.146566
,,,,20.706977,75.460870,1002.108593,0.484981
,,,,20.700423,76.086596,1010.517783,-0.897156
,,,,21.093717,79.209396,1027.292770,0.493404
,,,,21.189905,70.964362,999.295353,-0.744216
,,,,20.849429,65.771927,1017.452519,0.114256
,,,,20.722678,75.340091,1006.755570,0.653366
,,,,20.524335,69.919795,1027.092350,-0.631453
,,,,20.588709,67.163299,1002.997825,-0.702937
,,,,21.133435,65.634625,1010.780748,-0.444892
,,,,20.611385,71.832129,994.821727,0.640912
,,,,21.061957,73.330044,1009.204124,0.585992
,,,,20.297744,59.475211,1029.703746,-0.496569
,,,,20.544610,78.673968,1006.683281,0.328497
,,,,20.900442,76.473360,1025.220069,-0.337229
,,,,20.588894,75.978839,1000.230226,1.560461
,,,,20.750728,74.775998,997.955925,-0.637986
,,,,20.671573,75.258573,1022.628091,-0.328860
,,,,20.357496,72.929039,1006.100894,-0.660487
,,,,20.908403,69.342218,1002.691885,-0.631845
,,,,20.941958,58.759435,989.139797,1.030329
,,,,20.671688,71.229348,1013.648935,-0.085050
,,,,20.599174,68.931384,1022.193037,0.713566
,,,,20.626333,67.654860,992.751723,-0.346623
,,,,20.923287,73.461888,1011.154437,-0.672689
,,,,21.018249,79.201033,1013.313052,-0.032945
